,ko_id,abund_by_num_reads,abund_by_nts_covered_in_reads,abund_by_mean_cov,abund_by_median_cov
0,ko:K13747,0.0001487325875161796,0.00014853951464573488,0.00013633525688786828,0.00015690555867608634
1,ko:K03657,0.0025873511757437215,0.0027721649377169606,0.0012611454054987563,0.0012104143097869554
2,ko:K00992,8.043935010505247e-05,7.547533033158751e-05,0.00010990378597630502,9.757152388260827e-05
3,ko:K06204,0.00020190047704430554,0.00016810104975029704,0.0004172884656467687,0.0004759908124543449
4,ko:K00783,0.00023123448505982326,0.00020101554991016848,0.0004457767858559474,0.00048258348298695346
5,ko:K01879,0.0008227272560602159,0.0008782175977570624,0.0004424544523324081,0.00046676107370869307
6,ko:K00459,0.000414572035156809,0.00041329417220158516,0.0004025653483054472,0.0003665524816130416
7,ko:K09760,0.0005243453932773759,0.0005367479909902729,0.0004249956179598705,0.0004337977210456499
8,ko:K01338,0.0015867864960894032,0.0017043519972185115,0.0007562774832374256,0.0007621127135695617
9,ko:K05807,0.0002619435247010683,0.0002524579874611153,0.0003254120822887838,0.0003428188676956504
10,ko:K00239,0.0007890389812298907,0.0008278698658925251,0.0004688268794432846,0.00043775332336521474
11,ko:K01953,0.0007663509594053874,0.0008095531874935647,0.00046615860712156563,0.00033227059484347647
12,ko:K13993,0.00025644339819815877,0.00021918556917410774,0.000519159864366263,0.0005630140634847801
13,ko:K00336,0.0007438921095185119,0.0007949745710955747,0.0003622189228022577,0.0003375447312695637
14,ko:K03269,0.00016019118439724128,0.0001514185731415777,0.00021437366196911168,0.0002056913206173906
15,ko:K00145,0.00046384400174537385,0.0004602774736710391,0.0004780900011845319,0.00045093866443043234
16,ko:K00549,0.0008809369282160053,0.0009317988143604084,0.0005146563709050493,0.0004957688240521712
17,ko:K02500,0.000391884013332307,0.000375892600886883,0.0005093890424295219,0.0005761994045499977
18,ko:K01955,0.0021333615673160525,0.0023240881073260597,0.0007799521503657977,0.0007700239182086929
19,ko:K01609,0.0003960091082094891,0.0003832238116958851,0.0005027411067394076,0.0005577399270586929
20,ko:K03043,0.002681082498230798,0.002951792697103131,0.0008039771089948038,0.0008148540778304313
21,ko:K00097,0.00018379589397222816,0.00018031391462502113,0.000188980483660584,0.0001766835702739124
22,ko:K01491,0.0005811800338074374,0.0005690880762046418,0.0006865275020453385,0.0007331049632260847
23,ko:K06881,0.0004244264284745219,0.00042066204779434333,0.00044583318212523484,0.00048785761941304046
24,ko:K00767,0.0003002152382838141,0.0002952667414087004,0.00035654204883851543,0.00032699645841738974
25,ko:K23269,0.0004283223514140828,0.00046279686809766246,0.0002161850024084144,0.00017668357027391236
26,ko:K06173,0.000638702190150366,0.0006216775977045094,0.0008223400668808898,0.0009216553404586929
27,ko:K01772,0.00044436438704756917,0.0004454718848021808,0.0004552426911004564,0.00046148693728260585
28,ko:K01256,0.000899270683225705,0.0009705447610794776,0.0003950982750768908,0.0003480930041217373
29,ko:K01267,0.00013979488194895158,0.00014367532000084828,0.00011514917477959355,9.493445566956483e-05
30,ko:K00930,0.00040036337502429253,0.00039072088700282807,0.0004783782520261854,0.0005049985627978234
31,ko:K00912,0.0002944859398432833,0.00029024890386045795,0.0002943044534368132,0.00029139603754130305
32,ko:K06895,0.00016362876346155973,0.00014942819916628316,0.0002514906500580239,0.00025315854845217286
33,ko:K02077,0.00018035831490790965,0.00017681853857367036,0.0001932930658337148,0.0001925059795521732
34,ko:K06969,0.0003939465607708981,0.00039602156716861224,0.00037070276332533186,0.0003876490273173892
35,ko:K01139,0.0011788604471236108,0.0012597478456318743,0.0006009766252377198,0.0005366433813543452
36,ko:K03313,0.00029815269084522303,0.0003042688187916995,0.00026238182201732466,0.0002294249345347818
37,ko:K00058,0.0007338085442631719,0.000743682284563815,0.0006216581184081085,0.0005234580402891276
38,ko:K03100,0.0008025601255495395,0.0007717168766000473,0.0009814798468184985,0.0010548272852173885
39,ko:K03752,0.00016064952827248374,0.00014862157392366365,0.0002561954464478595,0.0002637068213043468
40,ko:K01599,0.0005078450137686473,0.0005086802260544524,0.0005006324965244129,0.0004931317558391273
41,ko:K01662,0.0008403734952570463,0.0008837138234362078,0.0004912253054061261,0.0004192938458739108
42,ko:K01079,0.000285319062338434,0.00027767288303234643,0.00032110019528273914,0.00031908525377825935
43,ko:K01586,0.0008451861059470925,0.0008695245521228574,0.0007056759627902094,0.0007106898834152148
44,ko:K00979,0.00023467206412414174,0.00022230207579331906,0.00030823846499290194,0.0003045813786065204
45,ko:K02341,0.0006710154333549586,0.0006667124278086746,0.0007067299120350797,0.0007396976337586932
46,ko:K06187,0.0003776753531997906,0.00034736739912516153,0.000600694235742752,0.00062366663238478
47,ko:K08289,0.00017554570421786383,0.00017769325555755,0.00015623987077072294,0.0001292163424391299
48,ko:K03671,0.00042373891266165827,0.00033809644666129006,0.0010631592315759875,0.001210414309786954
49,ko:K14227,0.00022138009174211027,8.412821929786808e-05,0.0011412128998342023,0.0016573973718978256
50,ko:K11085,0.0004720941914997382,0.0004981050548541381,0.00029141810390971075,0.00026370682130434674
51,ko:K00029,0.0005665130297996809,0.0006018855982449147,0.0003261704493108441,0.0003375447312695635
52,ko:K02982,0.0005953886939399542,0.0005597734751886812,0.0008263407070981378,0.0009084699993934748
53,ko:K06213,0.0006655153068520511,0.000687754521800123,0.0005247013633076814,0.0005405989836739105
54,ko:K03076,0.0009987313041533185,0.0010213551675961694,0.0008099349359510069,0.0008254023506826058
55,ko:K09861,0.0002461306610052033,0.00023776937671185833,0.00032609193579096054,0.00033490766305652
56,ko:K17686,0.0013220929081368784,0.0014218131735991982,0.000638989505615316,0.0005590584611652143
57,ko:K00766,0.0005234287055268904,0.0005187647875292785,0.0005285214639017224,0.0005458731200999972
58,ko:K01682,0.00036071662981581936,0.0003900312398798099,0.00015605563759026042,0.0001318534106521734
59,ko:K03469,0.0003043403331609963,0.00027292217462289355,0.0005407410427518525,0.0005788364727630411
60,ko:K06921,0.00013612813094701184,0.00014000884162530564,0.00011970080643676307,0.0001318534106521734
61,ko:K00942,0.00045215623292669106,0.00042085235548145356,0.0007099199552443804,0.0008016687367652148
62,ko:K01733,0.0008506862324500019,0.0008670138874066527,0.0006907179299899686,0.0006882748036043451
63,ko:K10254,0.0001464408681399673,0.0001521937714266924,9.00278265602732e-05,7.911204639130403e-05
64,ko:K15231,1.2833628506788991e-05,1.3621840136182784e-05,1.0963299639356065e-05,1.58224092782608e-05
65,ko:K03498,0.0008119561749920132,0.0008377920547535788,0.0006088841097018322,0.0005959774161478234
66,ko:K07107,0.00039738413983521657,0.0003356922844121829,0.0008086176530896086,0.0008491359645999981
67,ko:K01756,0.0007601633170896165,0.0007855395000758445,0.0006022613616673848,0.0005972959502543451
68,ko:K01895,0.0007920182164189653,0.0008274438560241299,0.0004680375304284154,0.00033622619716304177
69,ko:K12573,0.0010328779228588867,0.0011101869548672356,0.0005122699345475767,0.000518183903863041
70,ko:K00179,0.00013933653807370912,0.00014686864807173755,8.446345919458586e-05,6.592670532608664e-05
71,ko:K03182,0.0002919650485294497,0.00030364551746785764,0.00020036952161839715,0.00017404650206086895
72,ko:K07114,0.0007205165718811415,0.0007342943539803424,0.0006287700347927045,0.0005432360518869538
73,ko:K16053,0.00015010761914190703,0.000153051028989736,0.00012843110090341106,0.00010284566030869522
74,ko:K02573,6.0959735407247736e-05,5.9246798664602214e-05,8.168488568173265e-05,8.438618281739093e-05
75,ko:K03073,0.00025713091401102247,0.00019293707588938938,0.0007359248903463162,0.0009796708411456486
76,ko:K14235,0.00012489870600357152,4.824037976963986e-05,0.0006661767790582376,0.0009664855000804318
77,ko:K00655,0.0006185350596396947,0.000590428726292384,0.0008476457391688554,0.0008794622490499975
78,ko:K03438,0.0007351835758889034,0.0007299487041342834,0.0008040884057017158,0.0008992402606478228
79,ko:K01154,0.0008163104418068155,0.0008241335498336405,0.0007569300974424201,0.0007911204639130409
80,ko:K05837,0.0005282413162169357,0.0005376349295687376,0.0004773000480430052,0.0004786278806673882
81,ko:K01886,0.0005949303500647138,0.0006268752672873631,0.0003904194549569439,0.00041401970944782396
82,ko:K01153,0.001331259785641729,0.0014418513508925783,0.0005115413725133946,0.00043247918693912763
83,ko:K19342,4.102177683420054e-05,3.411221642921547e-05,7.099586321340716e-05,7.383790996521706e-05
84,ko:K23876,4.698024721235258e-05,4.62709570993484e-05,6.17177410134329e-05,5.801550068695625e-05
85,ko:K00602,0.0007624550364658282,0.0007940439839650194,0.0005415554025547109,0.0005168653697565192
86,ko:K00077,0.00033184096567554416,0.0003280328364914662,0.000366362473513304,0.00029535163986086813
87,ko:K03558,0.00017233729709116658,0.00015193362605623722,0.0002876486882078332,0.0003164481855652159
88,ko:K03466,0.00203206757088746,0.0021985409039791417,0.0008555122584933034,0.0007515644407173883
89,ko:K00950,0.00024842238038141564,0.00022029773428135598,0.0004462741890672325,0.00046544253960217083
90,ko:K08970,9.648138573853873e-05,9.540875109995448e-05,0.00010085685100829949,9.493445566956483e-05
91,ko:K03217,0.0011735894925583197,0.001203140911397661,0.0009556766055343769,0.0010020859209565185
92,ko:K09765,0.0001420866013251639,0.00013203861601370932,0.000186081543285126,0.0001859133090195645
93,ko:K17218,0.00016752468640112068,0.00017332490846440332,0.00013443050892381257,0.00010284566030869521
94,ko:K07277,0.0010124816204105966,0.0010874006647342788,0.00047223761505115137,0.00045621280085651923
95,ko:K03550,0.00041434286321918775,0.0003838506049038939,0.0006688813249455033,0.0007054157469891276
96,ko:K01447,0.00019525449085328977,0.0001904124436365157,0.00023945030834176883,0.0002505214802391295
97,ko:K02897,0.0003989883433985652,0.00036922135618547877,0.000666297355906417,0.0007700239182086926
98,ko:K07263,0.0009070625291048246,0.0009666530561751506,0.0005325359347716755,0.0004548942667499972
99,ko:K03695,0.0013110926551310599,0.001417828933764438,0.000593906534720055,0.0005616955293782583
100,ko:K19640,2.8188148327411543e-05,3.063779168286793e-05,1.8370918894311307e-05,1.0548272852173867e-05
101,ko:K01649,0.0009435008671865979,0.000979410654979954,0.0006711746212819452,0.0006460817121956491
102,ko:K10857,2.5208913138335524e-05,2.3189602754265548e-05,3.448256724740822e-05,4.219309140869546e-05
103,ko:K06168,0.0007404545304541918,0.0007617684986077442,0.0005671038504425,0.0005722438022304321
104,ko:K00573,0.00023329703249841435,0.00021901621279199943,0.00032522060501807647,0.00031381111735217235
105,ko:K00703,0.00044413521510994794,0.00045555470033492384,0.0003517315907102217,0.00035336714054782413
106,ko:K00052,0.0005947011781270903,0.0005951375320918315,0.000581290450171491,0.0005854291432956495
107,ko:K01448,0.0008291440703136017,0.0008392324569725398,0.0007583192663199961,0.0006803635989652143
108,ko:K02847,0.0001776082516564549,0.00018297822224458215,0.00015118501623912918,0.00013449047886521687
109,ko:K22451,3.254241514221494e-05,3.381715221708848e-05,1.8704900674906844e-05,1.845947749130427e-05
110,ko:K07270,0.0001120650774967825,0.00010738591379339387,0.00014116315810901273,0.00015294995635652112
111,ko:K01704,0.00038340465164032135,0.000339594464969011,0.0006113169644891146,0.0006460817121956495
112,ko:K04066,0.0012224031152716474,0.0013112025047774076,0.0006148236564362256,0.0005907032797217365
113,ko:K01977,0.0025350999739660826,0.002630287938062205,0.0017931353784533472,0.0017470576911413041
114,ko:K06920,0.00020304633673241167,0.0001888044309775277,0.00028670466655549004,0.00029007750343478146
115,ko:K01972,0.0013784692047917016,0.0014747990239520371,0.0007550759623491838,0.0007199196221608667
116,ko:K12340,0.0006836198899241264,0.0007029023153173643,0.0005343568445266417,0.0004667610737086926
117,ko:K02335,0.0016500379508728607,0.0017771787334092922,0.0007641632744619735,0.000727830826799997
118,ko:K00789,0.0007782679001616921,0.0007946742690571958,0.0006982958451299534,0.0007014601446695627
119,ko:K02551,0.0003160281019796791,0.0003366281093689884,0.00020780263009034366,0.00016613529742173853
120,ko:K00700,0.0006753697001697644,0.0007199863586053087,0.0003576861699139355,0.00033754473126956336
121,ko:K02484,0.0005600962155462852,0.000575946136708991,0.00044360053550006583,0.00036655248161304146
122,ko:K03640,0.00020579639998386643,0.0001809564213117829,0.00034672603265342743,0.00042324944819347615
123,ko:K00366,5.9126359906277865e-05,6.122320510322807e-05,3.758235511483454e-05,3.691895498260853e-05
124,ko:K00620,0.000333674341176514,0.0003391876604635339,0.00029336260816939297,0.00025315854845217296
125,ko:K01915,0.00129665482306092,0.001344928868006154,0.0009727585569132745,0.0008517730328130407
126,ko:K01610,0.000362320833379168,0.00038271923443372727,0.0002484298306906679,0.0002294249345347818
127,ko:K01897,0.001610162033726764,0.0016893141980525476,0.001035929647178844,0.0007990316685521713
128,ko:K03723,0.0017096226546543818,0.001867833284215623,0.0005711537136557238,0.0005168653697565193
129,ko:K02567,0.00020465054029576024,0.0002212283214119099,9.029285410612726e-05,7.911204639130403e-05
130,ko:K13819,6.783489353588468e-05,6.623929670938718e-05,7.825594047292725e-05,9.757152388260827e-05
