,ko_id,abund_by_num_reads,abund_by_nts_covered_in_reads,abund_by_mean_cov,abund_by_median_cov
0,ko:K03703,0.0009050651323657753,0.0009522280461817054,0.0005312697441408246,0.0
1,ko:K13038,0.0007434463587290298,0.0007998026102917456,0.0006850565564123971,0.0
2,ko:K00134,0.0007757701134563789,0.0007665595830782645,0.0007602040431137602,0.0
3,ko:K01889,0.0006464750945469825,0.0006537795351984557,0.0006285193686308861,0.0
4,ko:K00088,0.000808093868183728,0.0008374780411336904,0.0006412994636858223,0.0
5,ko:K02454,0.0003232375472734913,0.00035606975815328335,0.00021494928770142302,0.0
6,ko:K00162,0.00035556130200084047,0.0003282441131523698,0.0003380585681382322,0.0
7,ko:K01153,0.0011313314154572192,0.0011704008025605495,0.00040643967351581357,0.0
8,ko:K00812,0.0004525325661828879,0.0004769758793519432,0.00042587235678656155,0.0
9,ko:K08994,6.464750945469826e-05,7.387339380773514e-05,8.178147079744775e-05,0.0
10,ko:K21573,0.0009050651323657753,0.0009652790124210719,0.00032237473573330664,0.0
11,ko:K03321,0.0012283026796392664,0.001400885791240683,0.0008920681166361438,0.0
12,ko:K06213,0.0005171800756375862,0.000496675451034006,0.000375512351927537,0.0
13,ko:K02528,0.00048485632091023706,0.0004636786684665509,0.000586273979708659,0.0
14,ko:K00797,0.0005171800756375862,0.0005604528143546839,0.0006260649242710089,0.0
15,ko:K15726,0.000808093868183728,0.0008859882364007695,0.0002800664251597343,0.0
16,ko:K03924,0.0006787988492743316,0.0006121641900200983,0.0006577302591746329,0.0
17,ko:K01468,0.00016161877363674563,0.00013740451248238735,0.00011913542565477836,0.0
18,ko:K07114,0.0006787988492743316,0.0006958873696688648,0.0005837035073925338,0.0
19,ko:K22205,3.232375472734913e-05,3.693669690386757e-05,4.835714982751697e-05,0.0
20,ko:K21572,0.0012283026796392662,0.0013033729114144724,0.0008336654516742823,0.0
21,ko:K00962,0.0012929501890939646,0.0014181229164624883,0.000679268020168417,0.0
22,ko:K00147,0.0005171800756375862,0.0005057865029369599,0.00042275081388406816,0.0
23,ko:K00508,6.464750945469826e-05,7.387339380773514e-05,6.962701334706223e-05,0.0
24,ko:K00347,6.464750945469826e-05,7.387339380773514e-05,6.423721888069211e-05,0.0
25,ko:K02434,0.0009373888870931244,0.0009842398501650573,0.0007116564780986776,0.0
26,ko:K00942,0.0005171800756375862,0.0004745134328916853,0.0007973504661809088,0.0
27,ko:K20276,0.002650547887642627,0.003010094553019178,0.0003792193605258876,0.0
28,ko:K02031,0.0011959789249119171,0.0012501840678729034,0.0010601262672085324,0.0
29,ko:K01966,0.0005818275850922843,0.0006540257798444814,0.0004315583679865108,0.0
30,ko:K01714,0.0005818275850922843,0.0005515880070977555,0.0006432461123004431,0.0
31,ko:K02881,0.00022626628309144387,0.00022432887252948902,0.0006499346251370839,0.0
32,ko:K02316,0.00181013026473155,0.0018204866680686183,0.0010335577944859443,0.0
33,ko:K16089,0.0007111226040016808,0.0007544935954230012,0.0003619016254478143,0.0
34,ko:K01868,0.0013575976985486628,0.0014754979189864955,0.0008158236404234563,0.0
35,ko:K03043,0.0028768141707340702,0.003155871383466443,0.0008806304702861143,0.0
36,ko:K02033,0.0011636551701845682,0.0011260767662759086,0.0011129501678458491,0.0
37,ko:K01495,0.0003232375472734913,0.00023639486018475243,0.00037912757201104486,0.0
38,ko:K01883,0.000808093868183728,0.0008424029340542061,0.0006144265438508061,0.0
39,ko:K11753,0.0006787988492743316,0.0007109082930764374,0.0008021615619106492,0.0
40,ko:K18954,0.000258590037818793,0.00029549357523094054,0.0003392546077612535,0.0
41,ko:K11527,0.0005171800756375862,0.0005835998110811074,0.00029336938510438363,0.0
42,ko:K00346,0.00019394252836409475,0.00017828112372266744,0.0001367880522420622,0.0
43,ko:K08682,6.464750945469826e-05,5.146513101938881e-05,9.104316909576746e-05,0.0
44,ko:K02123,0.00022626628309144387,0.0002393497959370618,0.00013143921749821715,0.0
45,ko:K02124,6.464750945469826e-05,1.5020923407572811e-05,4.1947066492350664e-05,0.0
46,ko:K03701,0.002101044057277692,0.002379462014547146,0.0008475992761474823,0.0
47,ko:K03640,0.000258590037818793,0.00025978810155720194,0.0003961438159206461,0.0
48,ko:K07497,0.001874777774186248,0.0018261502949272113,0.002593818482183449,0.0035149384885764497
