,ko_id,abund_by_num_reads,abund_by_nts_covered_in_reads,abund_by_mean_cov,abund_by_median_cov
0,ko:K03703,0.0011264929642330478,0.0011867328243116955,0.0006715085842477515,0.0006214441295064963
1,ko:K13038,0.0006181269085791553,0.0006384742086620399,0.0005460119829043906,0.0005373543298042971
2,ko:K00134,0.0009416325803588964,0.0009406007001677999,0.0009400774279095361,0.0009393445917952983
3,ko:K01889,0.0007458602988255214,0.0007513775963117296,0.0007441682201100517,0.0008491018799197674
4,ko:K00088,0.0009746892115030584,0.0010135210378524708,0.0007552886212404372,0.000648106748924267
5,ko:K02454,0.000310989083288269,0.0003296125456103961,0.00021102248874151357,0.0001517718336088471
6,ko:K00162,0.0003456504052646701,0.0003399843184956871,0.00034836509767896686,0.00039788832054211303
7,ko:K01153,0.0012715570154676163,0.0013848481154374907,0.0004891515856352175,0.0004142960863376641
8,ko:K00812,0.0004910353946656868,0.0005018265288776427,0.0004395283674754791,0.00037737861329767425
9,ko:K08994,7.060639661859544e-05,6.713161181354074e-05,7.526435663302201e-05,3.691747303998983e-05
10,ko:K21573,0.0008800124524008531,0.000963479251297695,0.0003230063206131356,0.00019484221882216867
11,ko:K03321,0.0008209598297743903,0.0008618133775381076,0.0005519317798012386,0.0004696722958976491
12,ko:K06213,0.0005439901921296307,0.0005581877356483141,0.0004240007039353742,0.00042249996923543964
13,ko:K02528,0.0006258294245739094,0.0006101150767644148,0.0007564433962178683,0.0008121844068797773
14,ko:K00797,0.0003254313007784365,0.000325144441611003,0.0003209851395330611,0.0002789320185243678
15,ko:K15726,0.0005898843499317183,0.0006414969653906922,0.00019604503451403274,0.000135364067813296
16,ko:K03924,0.0006803889128700952,0.0006842948964193638,0.0006919711271004414,0.0005558130663242919
17,ko:K01468,0.00022561953101305783,0.00022854339728915068,0.0001939078761738709,0.00015587377505773487
18,ko:K07114,0.0007869403841308838,0.0008086925855453248,0.0006770397173992362,0.0005783737442931748
